30,2,359,9216,6096,9848,1031,223,327
30,2,359,9136,5840,9508,975,116,212
30,2,359,9096,5872,9456,944,113,189
30,2,358,8996,5980,9600,941,145,239
30,2,359,8992,5952,9576,947,98,201
30,2,358,8888,6084,9792,965,162,260
30,2,358,8520,5936,9616,1093,238,321
30,2,355,9208,4144,8492,1292,448,595
30,2,349,9132,6344,8340,133,335,49
30,2,347,9308,3848,14848,1882,145,16
30,2,346,8712,7012,9532,924,40,71
30,2,347,8292,7372,10084,1018,151,17
30,2,348,8548,6864,9812,1007,242,418
30,2,349,8516,6576,10292,1074,376,528
30,2,348,8716,6388,9640,1152,342,405
30,2,346,8916,6212,9504,1144,390,469
30,2,347,9044,5972,9648,1090,362,402
30,2,347,9008,5764,9588,1042,219,336
30,2,347,9204,5888,9684,1011,170,315
30,2,346,9100,5812,9372,1013,163,251
30,2,346,9016,5992,9432,986,159,231
30,2,346,8844,5980,9632,978,135,233
30,2,346,8952,6048,9488,981,156,233
30,2,346,8928,6076,9672,983,180,228
30,2,346,8968,5928,9660,1021,141,274
30,2,346,8944,5996,9656,1012,182,261
30,2,347,8904,6108,9664,1025,224,281
30,2,347,8736,6228,9700,996,185,261
30,2,347,8888,6088,9628,1037,208,278
30,2,347,8784,6224,9804,1010,170,250
30,2,347,8788,6092,9788,1017,157,263
30,2,347,8816,6192,9812,1021,171,294
30,2,348,8764,6156,9776,990,164,264
30,2,348,8892,6104,9640,1007,192,278
30,2,349,8832,6060,9804,1004,160,264
30,2,349,8932,6100,9536,1008,160,259
30,2,349,8892,6060,9632,989,161,262
30,2,349,8972,6036,9680,1002,143,251
30,2,349,8864,6056,9552,996,153,240
30,2,349,8924,6104,9608,986,149,252
30,2,349,8880,6112,9668,996,142,264
30,2,350,8944,6076,9516,1010,172,272
30,2,350,8756,6288,9724,962,129,224
30,2,350,8700,6188,9664,952,178,231
30,2,349,8620,6476,9928,1013,141,275
30,2,350,8412,6156,9196,1001,226,292
30,2,349,9064,6012,9408,1024,197,309
30,2,350,9100,6068,9616,990,168,248
30,2,350,8992,5884,9484,973,74,210
30,2,349,9020,6012,9424,966,142,234
30,2,350,9896,6244,10472,1025,41,250
30,2,349,8180,6084,10632,909,159,215
30,2,349,8944,6040,9864,863,77,16
30,2,350,9172,6056,9140,1049,185,294
30,2,349,8772,6384,9764,1015,240,312
30,2,350,8964,6312,9456,998,193,259
30,2,351,8696,6304,9952,1023,260,375
30,2,351,8880,6076,9696,1032,129,234
30,2,353,8980,6076,9512,1052,252,362
30,2,353,9100,6068,9728,1011,139,268
30,2,354,9056,5940,9840,1005,210,319
30,2,354,8984,6080,9940,1043,171,321
30,2,354,8984,6008,9672,1037,223,310
30,2,355,8888,6056,9784,1028,208,308
30,2,355,8780,5980,9520,1049,104,265
30,2,354,8988,5976,9768,974,170,251
30,2,355,9000,5900,9600,978,167,230
30,2,355,8904,5944,9804,990,106,231
30,2,355,8968,6008,9464,978,129,233
30,2,355,8832,6036,9724,977,170,243
30,2,355,8848,6076,9900,975,141,227
30,2,355,8868,6308,9892,960,132,219
30,2,355,8732,6220,9732,974,142,255
30,2,355,8716,6216,9980,970,92,194
30,2,355,8784,6204,9740,965,100,212
30,2,355,8808,6328,9880,956,108,220
30,2,355,8892,6192,9792,966,136,246
30,2,355,8820,6176,9756,977,147,251
30,2,356,8912,6208,9752,991,152,272
30,2,356,8836,6120,9692,1015,170,251
30,2,355,9108,6056,9816,993,126,250
30,2,356,8972,5916,9664,1006,201,313
30,2,355,8892,5960,9588,1014,203,306
30,2,356,8908,6044,9540,1036,190,289
30,2,355,8972,6028,9652,1036,174,282
30,2,356,8892,5992,9608,1005,187,281
30,2,356,8900,6080,9788,1007,154,260
